dataset,algorithm,level,alpha,beta,lambda,p@100
Snippets, SSB_VAE,0.7,10000.0,10000000.0,0.015625,0.4320305
Snippets, SSB_VAE,0.8,0.001,1.0,0.000244,0.40853949999999994
Snippets, SSB_VAE,0.8,0.001,1.0,0.003906,0.456978
Snippets, SSB_VAE,0.8,0.001,1.0,0.015625,0.44968
Snippets, SSB_VAE,0.8,0.001,10000.0,0.000244,0.5646075
Snippets, SSB_VAE,0.8,0.001,10000.0,0.003906,0.5129385
Snippets, SSB_VAE,0.8,0.001,10000.0,0.015625,0.4921995
Snippets, SSB_VAE,0.8,0.001,10000000.0,0.000244,0.5272475000000001
Snippets, SSB_VAE,0.8,0.001,10000000.0,0.003906,0.5567960000000001
Snippets, SSB_VAE,0.8,0.001,10000000.0,0.015625,0.526603
Snippets, SSB_VAE,0.8,10.0,1.0,0.000244,0.16025699999999998
Snippets, SSB_VAE,0.8,10.0,1.0,0.003906,0.15291
Snippets, SSB_VAE,0.8,10.0,1.0,0.015625,0.1622545
Snippets, SSB_VAE,0.8,10.0,10000.0,0.000244,0.45405249999999997
Snippets, SSB_VAE,0.8,10.0,10000.0,0.003906,0.427384
Snippets, SSB_VAE,0.8,10.0,10000.0,0.015625,0.432897
Snippets, SSB_VAE,0.8,10.0,10000000.0,0.000244,0.5448595
Snippets, SSB_VAE,0.8,10.0,10000000.0,0.003906,0.5599805
Snippets, SSB_VAE,0.8,10.0,10000000.0,0.015625,0.5018135
Snippets, SSB_VAE,0.8,10000.0,1.0,0.000244,0.156024
Snippets, SSB_VAE,0.8,10000.0,1.0,0.003906,0.16338799999999998
Snippets, SSB_VAE,0.8,10000.0,1.0,0.015625,0.1549365
Snippets, SSB_VAE,0.8,10000.0,10000.0,0.000244,0.157224
Snippets, SSB_VAE,0.8,10000.0,10000.0,0.003906,0.154329
Snippets, SSB_VAE,0.8,10000.0,10000.0,0.015625,0.15108749999999999
Snippets, SSB_VAE,0.8,10000.0,10000000.0,0.000244,0.4461295
Snippets, SSB_VAE,0.8,10000.0,10000000.0,0.003906,0.437809
Snippets, SSB_VAE,0.8,10000.0,10000000.0,0.015625,0.446046
Snippets, SSB_VAE,0.9,0.001,1.0,0.000244,0.4463245
Snippets, SSB_VAE,0.9,0.001,1.0,0.003906,0.4744515
Snippets, SSB_VAE,0.9,0.001,1.0,0.015625,0.474173
Snippets, SSB_VAE,0.9,0.001,10000.0,0.000244,0.5112675
Snippets, SSB_VAE,0.9,0.001,10000.0,0.003906,0.4574125
Snippets, SSB_VAE,0.9,0.001,10000.0,0.015625,0.5343945
Snippets, SSB_VAE,0.9,0.001,10000000.0,0.000244,0.5238995
Snippets, SSB_VAE,0.9,0.001,10000000.0,0.003906,0.5231429999999999
Snippets, SSB_VAE,0.9,0.001,10000000.0,0.015625,0.5399035
Snippets, SSB_VAE,0.9,10.0,1.0,0.000244,0.15982649999999998
Snippets, SSB_VAE,0.9,10.0,1.0,0.003906,0.15364450000000002
Snippets, SSB_VAE,0.9,10.0,1.0,0.015625,0.1666645
Snippets, SSB_VAE,0.9,10.0,10000.0,0.000244,0.4648685
Snippets, SSB_VAE,0.9,10.0,10000.0,0.003906,0.441943
Snippets, SSB_VAE,0.9,10.0,10000.0,0.015625,0.4796755
Snippets, SSB_VAE,0.9,10.0,10000000.0,0.000244,0.5365545
Snippets, SSB_VAE,0.9,10.0,10000000.0,0.003906,0.5255375
Snippets, SSB_VAE,0.9,10.0,10000000.0,0.015625,0.50793
Snippets, SSB_VAE,0.9,10000.0,1.0,0.000244,0.15303699999999998
Snippets, SSB_VAE,0.9,10000.0,1.0,0.003906,0.16460750000000002
Snippets, SSB_VAE,0.9,10000.0,1.0,0.015625,0.1563905
Snippets, SSB_VAE,0.9,10000.0,10000.0,0.000244,0.1612805
Snippets, SSB_VAE,0.9,10000.0,10000.0,0.003906,0.155601
Snippets, SSB_VAE,0.9,10000.0,10000.0,0.015625,0.15552
Snippets, SSB_VAE,0.9,10000.0,10000000.0,0.000244,0.4883575
Snippets, SSB_VAE,0.9,10000.0,10000000.0,0.003906,0.44839950000000006
Snippets, SSB_VAE,0.9,10000.0,10000000.0,0.015625,0.4655505
Snippets, SSB_VAE,1.0,0.001,1.0,0.000244,0.4762875
Snippets, SSB_VAE,1.0,0.001,1.0,0.003906,0.507871
Snippets, SSB_VAE,1.0,0.001,1.0,0.015625,0.5093375
Snippets, SSB_VAE,1.0,0.001,10000.0,0.000244,0.530761
Snippets, SSB_VAE,1.0,0.001,10000.0,0.003906,0.4962785
Snippets, SSB_VAE,1.0,0.001,10000.0,0.015625,0.537362
Snippets, SSB_VAE,1.0,0.001,10000000.0,0.000244,0.5249455000000001
Snippets, SSB_VAE,1.0,0.001,10000000.0,0.003906,0.5465135
Snippets, SSB_VAE,1.0,0.001,10000000.0,0.015625,0.4948465000000001
Snippets, SSB_VAE,1.0,10.0,1.0,0.000244,0.1591665
Snippets, SSB_VAE,1.0,10.0,1.0,0.003906,0.1568685
Snippets, SSB_VAE,1.0,10.0,1.0,0.015625,0.1607675
Snippets, SSB_VAE,1.0,10.0,10000.0,0.000244,0.479204
Snippets, SSB_VAE,1.0,10.0,10000.0,0.003906,0.45337700000000003
Snippets, SSB_VAE,1.0,10.0,10000.0,0.015625,0.48284399999999994
Snippets, SSB_VAE,1.0,10.0,10000000.0,0.000244,0.5505305
Snippets, SSB_VAE,1.0,10.0,10000000.0,0.003906,0.5246055000000001
Snippets, SSB_VAE,1.0,10.0,10000000.0,0.015625,0.52659
Snippets, SSB_VAE,1.0,10000.0,1.0,0.000244,0.1516885
Snippets, SSB_VAE,1.0,10000.0,1.0,0.003906,0.163351
Snippets, SSB_VAE,1.0,10000.0,1.0,0.015625,0.1540065
Snippets, SSB_VAE,1.0,10000.0,10000.0,0.000244,0.15993200000000002
Snippets, SSB_VAE,1.0,10000.0,10000.0,0.003906,0.1562785
Snippets, SSB_VAE,1.0,10000.0,10000.0,0.015625,0.14862950000000003
Snippets, SSB_VAE,1.0,10000.0,10000000.0,0.000244,0.509658
Snippets, SSB_VAE,1.0,10000.0,10000000.0,0.003906,0.47896949999999994
Snippets, SSB_VAE,1.0,10000.0,10000000.0,0.015625,0.467831
TMC, SSB_VAE,0.1,0.001,1.0,0.000244,0.600803
TMC, SSB_VAE,0.1,0.001,1.0,0.003906,0.6088965
TMC, SSB_VAE,0.1,0.001,1.0,0.015625,0.6231905
TMC, SSB_VAE,0.1,0.001,10000.0,0.000244,0.6691294999999999
TMC, SSB_VAE,0.1,0.001,10000.0,0.003906,0.6654275000000001
TMC, SSB_VAE,0.1,0.001,10000.0,0.015625,0.672879
TMC, SSB_VAE,0.1,0.001,10000000.0,0.000244,0.6698999999999999
TMC, SSB_VAE,0.1,0.001,10000000.0,0.003906,0.669717
TMC, SSB_VAE,0.1,0.001,10000000.0,0.015625,0.659001
TMC, SSB_VAE,0.1,10.0,1.0,0.000244,0.598089
TMC, SSB_VAE,0.1,10.0,1.0,0.003906,0.6009475
TMC, SSB_VAE,0.1,10.0,1.0,0.015625,0.5931505
TMC, SSB_VAE,0.1,10.0,10000.0,0.000244,0.622933
TMC, SSB_VAE,0.1,10.0,10000.0,0.003906,0.609947
TMC, SSB_VAE,0.1,10.0,10000.0,0.015625,0.615836
TMC, SSB_VAE,0.1,10.0,10000000.0,0.000244,0.6613564999999999
TMC, SSB_VAE,0.1,10.0,10000000.0,0.003906,0.656628
TMC, SSB_VAE,0.1,10.0,10000000.0,0.015625,0.6738109999999999
TMC, SSB_VAE,0.1,10000.0,1.0,0.000244,0.6040365
TMC, SSB_VAE,0.1,10000.0,1.0,0.003906,0.5963995
TMC, SSB_VAE,0.1,10000.0,1.0,0.015625,0.5889694999999999
TMC, SSB_VAE,0.1,10000.0,10000.0,0.000244,0.5932445
TMC, SSB_VAE,0.1,10000.0,10000.0,0.003906,0.5984075
TMC, SSB_VAE,0.1,10000.0,10000.0,0.015625,0.580233
TMC, SSB_VAE,0.1,10000.0,10000000.0,0.000244,0.6121300000000001
TMC, SSB_VAE,0.1,10000.0,10000000.0,0.003906,0.5984505
TMC, SSB_VAE,0.1,10000.0,10000000.0,0.015625,0.6070200000000001
TMC, SSB_VAE,0.2,0.001,1.0,0.000244,0.630835
TMC, SSB_VAE,0.2,0.001,1.0,0.003906,0.6384405
TMC, SSB_VAE,0.2,0.001,1.0,0.015625,0.6485704999999999
TMC, SSB_VAE,0.2,0.001,10000.0,0.000244,0.69779
TMC, SSB_VAE,0.2,0.001,10000.0,0.003906,0.6837605
TMC, SSB_VAE,0.2,0.001,10000.0,0.015625,0.682877
TMC, SSB_VAE,0.2,0.001,10000000.0,0.000244,0.6853635
TMC, SSB_VAE,0.2,0.001,10000000.0,0.003906,0.691242
TMC, SSB_VAE,0.2,0.001,10000000.0,0.015625,0.683844
TMC, SSB_VAE,0.2,10.0,1.0,0.000244,0.6036805000000001
TMC, SSB_VAE,0.2,10.0,1.0,0.003906,0.6031960000000001
TMC, SSB_VAE,0.2,10.0,1.0,0.015625,0.5922354999999999
TMC, SSB_VAE,0.2,10.0,10000.0,0.000244,0.6333105
TMC, SSB_VAE,0.2,10.0,10000.0,0.003906,0.641309
TMC, SSB_VAE,0.2,10.0,10000.0,0.015625,0.637307
TMC, SSB_VAE,0.2,10.0,10000000.0,0.000244,0.6811965
TMC, SSB_VAE,0.2,10.0,10000000.0,0.003906,0.68551
TMC, SSB_VAE,0.2,10.0,10000000.0,0.015625,0.696029
TMC, SSB_VAE,0.2,10000.0,1.0,0.000244,0.605989
TMC, SSB_VAE,0.2,10000.0,1.0,0.003906,0.6036465
TMC, SSB_VAE,0.2,10000.0,1.0,0.015625,0.585609
TMC, SSB_VAE,0.2,10000.0,10000.0,0.000244,0.591867
TMC, SSB_VAE,0.2,10000.0,10000.0,0.003906,0.59718
TMC, SSB_VAE,0.2,10000.0,10000.0,0.015625,0.5793294999999999
TMC, SSB_VAE,0.2,10000.0,10000000.0,0.000244,0.6375299999999999
TMC, SSB_VAE,0.2,10000.0,10000000.0,0.003906,0.6296094999999999
TMC, SSB_VAE,0.2,10000.0,10000000.0,0.015625,0.6373025
TMC, SSB_VAE,0.3,0.001,1.0,0.000244,0.6463895
TMC, SSB_VAE,0.3,0.001,1.0,0.003906,0.6548645
TMC, SSB_VAE,0.3,0.001,1.0,0.015625,0.6558915000000001
TMC, SSB_VAE,0.3,0.001,10000.0,0.000244,0.7030105
TMC, SSB_VAE,0.3,0.001,10000.0,0.003906,0.707256
TMC, SSB_VAE,0.3,0.001,10000.0,0.015625,0.6878960000000001
TMC, SSB_VAE,0.3,0.001,10000000.0,0.000244,0.699071
TMC, SSB_VAE,0.3,0.001,10000000.0,0.003906,0.7177475
TMC, SSB_VAE,0.3,0.001,10000000.0,0.015625,0.6954644999999999
TMC, SSB_VAE,0.3,10.0,1.0,0.000244,0.6025145000000001
TMC, SSB_VAE,0.3,10.0,1.0,0.003906,0.6070409999999999
TMC, SSB_VAE,0.3,10.0,1.0,0.015625,0.595393
TMC, SSB_VAE,0.3,10.0,10000.0,0.000244,0.650309
TMC, SSB_VAE,0.3,10.0,10000.0,0.003906,0.6557330000000001
TMC, SSB_VAE,0.3,10.0,10000.0,0.015625,0.6534880000000001
TMC, SSB_VAE,0.3,10.0,10000000.0,0.000244,0.6979445
TMC, SSB_VAE,0.3,10.0,10000000.0,0.003906,0.6951175
TMC, SSB_VAE,0.3,10.0,10000000.0,0.015625,0.706075
TMC, SSB_VAE,0.3,10000.0,1.0,0.000244,0.598745
TMC, SSB_VAE,0.3,10000.0,1.0,0.003906,0.5955889999999999
TMC, SSB_VAE,0.3,10000.0,1.0,0.015625,0.584344
TMC, SSB_VAE,0.3,10000.0,10000.0,0.000244,0.5962810000000001
TMC, SSB_VAE,0.3,10000.0,10000.0,0.003906,0.59753
TMC, SSB_VAE,0.3,10000.0,10000.0,0.015625,0.5827355
TMC, SSB_VAE,0.3,10000.0,10000000.0,0.000244,0.6459295
TMC, SSB_VAE,0.3,10000.0,10000000.0,0.003906,0.6521494999999999
TMC, SSB_VAE,0.3,10000.0,10000000.0,0.015625,0.65724
TMC, SSB_VAE,0.4,0.001,1.0,0.000244,0.6607244999999999
TMC, SSB_VAE,0.4,0.001,1.0,0.003906,0.666741
TMC, SSB_VAE,0.4,0.001,1.0,0.015625,0.667843
TMC, SSB_VAE,0.4,0.001,10000.0,0.000244,0.7161395
TMC, SSB_VAE,0.4,0.001,10000.0,0.003906,0.7050015
TMC, SSB_VAE,0.4,0.001,10000.0,0.015625,0.7064364999999999
TMC, SSB_VAE,0.4,0.001,10000000.0,0.000244,0.700839
TMC, SSB_VAE,0.4,0.001,10000000.0,0.003906,0.719777
TMC, SSB_VAE,0.4,0.001,10000000.0,0.015625,0.7167195
TMC, SSB_VAE,0.4,10.0,1.0,0.000244,0.602171
TMC, SSB_VAE,0.4,10.0,1.0,0.003906,0.6034379999999999
TMC, SSB_VAE,0.4,10.0,1.0,0.015625,0.591338
TMC, SSB_VAE,0.4,10.0,10000.0,0.000244,0.6604685
TMC, SSB_VAE,0.4,10.0,10000.0,0.003906,0.6672585
TMC, SSB_VAE,0.4,10.0,10000.0,0.015625,0.666265
TMC, SSB_VAE,0.4,10.0,10000000.0,0.000244,0.706701
TMC, SSB_VAE,0.4,10.0,10000000.0,0.003906,0.706315
TMC, SSB_VAE,0.4,10.0,10000000.0,0.015625,0.711741
TMC, SSB_VAE,0.4,10000.0,1.0,0.000244,0.5974455000000001
TMC, SSB_VAE,0.4,10000.0,1.0,0.003906,0.5905345000000001
TMC, SSB_VAE,0.4,10000.0,1.0,0.015625,0.5831515
TMC, SSB_VAE,0.4,10000.0,10000.0,0.000244,0.5968495
TMC, SSB_VAE,0.4,10000.0,10000.0,0.003906,0.6007965
TMC, SSB_VAE,0.4,10000.0,10000.0,0.015625,0.575373
TMC, SSB_VAE,0.4,10000.0,10000000.0,0.000244,0.6595495
TMC, SSB_VAE,0.4,10000.0,10000000.0,0.003906,0.6629005
TMC, SSB_VAE,0.4,10000.0,10000000.0,0.015625,0.66718
TMC, SSB_VAE,0.5,0.001,1.0,0.000244,0.672812
TMC, SSB_VAE,0.5,0.001,1.0,0.003906,0.6786749999999999
TMC, SSB_VAE,0.5,0.001,1.0,0.015625,0.674734
TMC, SSB_VAE,0.5,0.001,10000.0,0.000244,0.7244364999999999
TMC, SSB_VAE,0.5,0.001,10000.0,0.003906,0.720866
TMC, SSB_VAE,0.5,0.001,10000.0,0.015625,0.714437
TMC, SSB_VAE,0.5,0.001,10000000.0,0.000244,0.708638
TMC, SSB_VAE,0.5,0.001,10000000.0,0.003906,0.7275125
TMC, SSB_VAE,0.5,0.001,10000000.0,0.015625,0.723989
TMC, SSB_VAE,0.5,10.0,1.0,0.000244,0.600875
TMC, SSB_VAE,0.5,10.0,1.0,0.003906,0.5982775
TMC, SSB_VAE,0.5,10.0,1.0,0.015625,0.5908935
TMC, SSB_VAE,0.5,10.0,10000.0,0.000244,0.6684460000000001
TMC, SSB_VAE,0.5,10.0,10000.0,0.003906,0.6771655
TMC, SSB_VAE,0.5,10.0,10000.0,0.015625,0.6718855
TMC, SSB_VAE,0.5,10.0,10000000.0,0.000244,0.7076485
TMC, SSB_VAE,0.5,10.0,10000000.0,0.003906,0.7153915
TMC, SSB_VAE,0.5,10.0,10000000.0,0.015625,0.7269939999999999
TMC, SSB_VAE,0.5,10000.0,1.0,0.000244,0.603372
TMC, SSB_VAE,0.5,10000.0,1.0,0.003906,0.596977
TMC, SSB_VAE,0.5,10000.0,1.0,0.015625,0.589348
TMC, SSB_VAE,0.5,10000.0,10000.0,0.000244,0.587853
TMC, SSB_VAE,0.5,10000.0,10000.0,0.003906,0.5966225000000001
TMC, SSB_VAE,0.5,10000.0,10000.0,0.015625,0.575386
TMC, SSB_VAE,0.5,10000.0,10000000.0,0.000244,0.671379
TMC, SSB_VAE,0.5,10000.0,10000000.0,0.003906,0.6754705000000001
TMC, SSB_VAE,0.5,10000.0,10000000.0,0.015625,0.683602
TMC, SSB_VAE,0.6,0.001,1.0,0.000244,0.6819025
TMC, SSB_VAE,0.6,0.001,1.0,0.003906,0.690053
TMC, SSB_VAE,0.6,0.001,1.0,0.015625,0.6888365000000001
TMC, SSB_VAE,0.6,0.001,10000.0,0.000244,0.734548
TMC, SSB_VAE,0.6,0.001,10000.0,0.003906,0.725027
TMC, SSB_VAE,0.6,0.001,10000.0,0.015625,0.710749
TMC, SSB_VAE,0.6,0.001,10000000.0,0.000244,0.7246824999999999
TMC, SSB_VAE,0.6,0.001,10000000.0,0.003906,0.733862
TMC, SSB_VAE,0.6,0.001,10000000.0,0.015625,0.7319725
TMC, SSB_VAE,0.6,10.0,1.0,0.000244,0.6023185
TMC, SSB_VAE,0.6,10.0,1.0,0.003906,0.6002145
TMC, SSB_VAE,0.6,10.0,1.0,0.015625,0.5900584999999999
TMC, SSB_VAE,0.6,10.0,10000.0,0.000244,0.683685
TMC, SSB_VAE,0.6,10.0,10000.0,0.003906,0.6883735
TMC, SSB_VAE,0.6,10.0,10000.0,0.015625,0.682483
TMC, SSB_VAE,0.6,10.0,10000000.0,0.000244,0.7364465
TMC, SSB_VAE,0.6,10.0,10000000.0,0.003906,0.7295525
TMC, SSB_VAE,0.6,10.0,10000000.0,0.015625,0.7330365000000001
TMC, SSB_VAE,0.6,10000.0,1.0,0.000244,0.6026929999999999
TMC, SSB_VAE,0.6,10000.0,1.0,0.003906,0.6011095
TMC, SSB_VAE,0.6,10000.0,1.0,0.015625,0.5863365
TMC, SSB_VAE,0.6,10000.0,10000.0,0.000244,0.598605
TMC, SSB_VAE,0.6,10000.0,10000.0,0.003906,0.595393
TMC, SSB_VAE,0.6,10000.0,10000.0,0.015625,0.579794
TMC, SSB_VAE,0.6,10000.0,10000000.0,0.000244,0.676891
TMC, SSB_VAE,0.6,10000.0,10000000.0,0.003906,0.6897385
TMC, SSB_VAE,0.6,10000.0,10000000.0,0.015625,0.693972
TMC, SSB_VAE,0.7,0.001,1.0,0.000244,0.6916185
TMC, SSB_VAE,0.7,0.001,1.0,0.003906,0.696588
TMC, SSB_VAE,0.7,0.001,1.0,0.015625,0.6959090000000001
TMC, SSB_VAE,0.7,0.001,10000.0,0.000244,0.7384005
TMC, SSB_VAE,0.7,0.001,10000.0,0.003906,0.736235
TMC, SSB_VAE,0.7,0.001,10000.0,0.015625,0.7298775
TMC, SSB_VAE,0.7,0.001,10000000.0,0.000244,0.7269585000000001
TMC, SSB_VAE,0.7,0.001,10000000.0,0.003906,0.737537
TMC, SSB_VAE,0.7,0.001,10000000.0,0.015625,0.7289835
TMC, SSB_VAE,0.7,10.0,1.0,0.000244,0.6038635
TMC, SSB_VAE,0.7,10.0,1.0,0.003906,0.6009835
TMC, SSB_VAE,0.7,10.0,1.0,0.015625,0.5957735
TMC, SSB_VAE,0.7,10.0,10000.0,0.000244,0.6929890000000001
TMC, SSB_VAE,0.7,10.0,10000.0,0.003906,0.688315
TMC, SSB_VAE,0.7,10.0,10000.0,0.015625,0.6901275
TMC, SSB_VAE,0.7,10.0,10000000.0,0.000244,0.734078
TMC, SSB_VAE,0.7,10.0,10000000.0,0.003906,0.7206475
TMC, SSB_VAE,0.7,10.0,10000000.0,0.015625,0.7403204999999999
TMC, SSB_VAE,0.7,10000.0,1.0,0.000244,0.6015885000000001
TMC, SSB_VAE,0.7,10000.0,1.0,0.003906,0.594956
TMC, SSB_VAE,0.7,10000.0,1.0,0.015625,0.5864594999999999
TMC, SSB_VAE,0.7,10000.0,10000.0,0.000244,0.593771
TMC, SSB_VAE,0.7,10000.0,10000.0,0.003906,0.5984965
TMC, SSB_VAE,0.7,10000.0,10000.0,0.015625,0.5853430000000001
TMC, SSB_VAE,0.7,10000.0,10000000.0,0.000244,0.6901314999999999
TMC, SSB_VAE,0.7,10000.0,10000000.0,0.003906,0.6922385
TMC, SSB_VAE,0.7,10000.0,10000000.0,0.015625,0.6932419999999999
TMC, SSB_VAE,0.8,0.001,1.0,0.000244,0.695619
TMC, SSB_VAE,0.8,0.001,1.0,0.003906,0.7020585
TMC, SSB_VAE,0.8,0.001,1.0,0.015625,0.6977705
TMC, SSB_VAE,0.8,0.001,10000.0,0.000244,0.743259
TMC, SSB_VAE,0.8,0.001,10000.0,0.003906,0.746654
TMC, SSB_VAE,0.8,0.001,10000.0,0.015625,0.7354845
TMC, SSB_VAE,0.8,0.001,10000000.0,0.000244,0.7364895
TMC, SSB_VAE,0.8,0.001,10000000.0,0.003906,0.7353045
TMC, SSB_VAE,0.8,0.001,10000000.0,0.015625,0.728668
TMC, SSB_VAE,0.8,10.0,1.0,0.000244,0.6040935000000001
TMC, SSB_VAE,0.8,10.0,1.0,0.003906,0.601842
TMC, SSB_VAE,0.8,10.0,1.0,0.015625,0.5929645
TMC, SSB_VAE,0.8,10.0,10000.0,0.000244,0.7004915
TMC, SSB_VAE,0.8,10.0,10000.0,0.003906,0.7018035
TMC, SSB_VAE,0.8,10.0,10000.0,0.015625,0.7066479999999999
TMC, SSB_VAE,0.8,10.0,10000000.0,0.000244,0.7436294999999999
TMC, SSB_VAE,0.8,10.0,10000000.0,0.003906,0.733915
TMC, SSB_VAE,0.8,10.0,10000000.0,0.015625,0.7437834999999999
TMC, SSB_VAE,0.8,10000.0,1.0,0.000244,0.5950445
TMC, SSB_VAE,0.8,10000.0,1.0,0.003906,0.598895
TMC, SSB_VAE,0.8,10000.0,1.0,0.015625,0.586778
TMC, SSB_VAE,0.8,10000.0,10000.0,0.000244,0.5964135
TMC, SSB_VAE,0.8,10000.0,10000.0,0.003906,0.5939495
TMC, SSB_VAE,0.8,10000.0,10000.0,0.015625,0.5765279999999999
TMC, SSB_VAE,0.8,10000.0,10000000.0,0.000244,0.7015834999999999
TMC, SSB_VAE,0.8,10000.0,10000000.0,0.003906,0.699757
TMC, SSB_VAE,0.8,10000.0,10000000.0,0.015625,0.6983820000000001
TMC, SSB_VAE,0.9,0.001,1.0,0.000244,0.703213
TMC, SSB_VAE,0.9,0.001,1.0,0.003906,0.7084305000000001
TMC, SSB_VAE,0.9,0.001,1.0,0.015625,0.7092725
TMC, SSB_VAE,0.9,0.001,10000.0,0.000244,0.7487525
TMC, SSB_VAE,0.9,0.001,10000.0,0.003906,0.7458345
TMC, SSB_VAE,0.9,0.001,10000.0,0.015625,0.7385675
TMC, SSB_VAE,0.9,0.001,10000000.0,0.000244,0.7522169999999999
TMC, SSB_VAE,0.9,0.001,10000000.0,0.003906,0.751212
TMC, SSB_VAE,0.9,0.001,10000000.0,0.015625,0.7442154999999999
TMC, SSB_VAE,0.9,10.0,1.0,0.000244,0.6042665
TMC, SSB_VAE,0.9,10.0,1.0,0.003906,0.6003045
TMC, SSB_VAE,0.9,10.0,1.0,0.015625,0.604698
TMC, SSB_VAE,0.9,10.0,10000.0,0.000244,0.7028045
TMC, SSB_VAE,0.9,10.0,10000.0,0.003906,0.7071385
TMC, SSB_VAE,0.9,10.0,10000.0,0.015625,0.704447
TMC, SSB_VAE,0.9,10.0,10000000.0,0.000244,0.7515080000000001
TMC, SSB_VAE,0.9,10.0,10000000.0,0.003906,0.7374355
TMC, SSB_VAE,0.9,10.0,10000000.0,0.015625,0.7512190000000001
TMC, SSB_VAE,0.9,10000.0,1.0,0.000244,0.6022385
TMC, SSB_VAE,0.9,10000.0,1.0,0.003906,0.6004105
TMC, SSB_VAE,0.9,10000.0,1.0,0.015625,0.584581
TMC, SSB_VAE,0.9,10000.0,10000.0,0.000244,0.591621
TMC, SSB_VAE,0.9,10000.0,10000.0,0.003906,0.6029045
TMC, SSB_VAE,0.9,10000.0,10000.0,0.015625,0.5774645
TMC, SSB_VAE,0.9,10000.0,10000000.0,0.000244,0.7035579999999999
TMC, SSB_VAE,0.9,10000.0,10000000.0,0.003906,0.7097199999999999
TMC, SSB_VAE,0.9,10000.0,10000000.0,0.015625,0.7116910000000001
TMC, SSB_VAE,1.0,0.001,1.0,0.000244,0.7055575000000001
TMC, SSB_VAE,1.0,0.001,1.0,0.003906,0.7101284999999999
TMC, SSB_VAE,1.0,0.001,1.0,0.015625,0.7093995
TMC, SSB_VAE,1.0,0.001,10000.0,0.000244,0.7573215
TMC, SSB_VAE,1.0,0.001,10000.0,0.003906,0.7474945
TMC, SSB_VAE,1.0,0.001,10000.0,0.015625,0.7500214999999999
TMC, SSB_VAE,1.0,0.001,10000000.0,0.000244,0.7480675000000001
TMC, SSB_VAE,1.0,0.001,10000000.0,0.003906,0.7519815000000001
TMC, SSB_VAE,1.0,0.001,10000000.0,0.015625,0.747447
TMC, SSB_VAE,1.0,10.0,1.0,0.000244,0.600806
TMC, SSB_VAE,1.0,10.0,1.0,0.003906,0.5977089999999999
TMC, SSB_VAE,1.0,10.0,1.0,0.015625,0.5987475
TMC, SSB_VAE,1.0,10.0,10000.0,0.000244,0.7134275
TMC, SSB_VAE,1.0,10.0,10000.0,0.003906,0.70496
TMC, SSB_VAE,1.0,10.0,10000.0,0.015625,0.711441
TMC, SSB_VAE,1.0,10.0,10000000.0,0.000244,0.747896
TMC, SSB_VAE,1.0,10.0,10000000.0,0.003906,0.7389135
TMC, SSB_VAE,1.0,10.0,10000000.0,0.015625,0.751595
TMC, SSB_VAE,1.0,10000.0,1.0,0.000244,0.600846
TMC, SSB_VAE,1.0,10000.0,1.0,0.003906,0.5984590000000001
TMC, SSB_VAE,1.0,10000.0,1.0,0.015625,0.586622
TMC, SSB_VAE,1.0,10000.0,10000.0,0.000244,0.5957075000000001
TMC, SSB_VAE,1.0,10000.0,10000.0,0.003906,0.5981974999999999
TMC, SSB_VAE,1.0,10000.0,10000.0,0.015625,0.580643
TMC, SSB_VAE,1.0,10000.0,10000000.0,0.000244,0.709114
TMC, SSB_VAE,1.0,10000.0,10000000.0,0.003906,0.7181145
TMC, SSB_VAE,1.0,10000.0,10000000.0,0.015625,0.7162535
